2021-06-08 00:03:43.910 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 11:18:12.359 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 11:18:12.456 [XNIO-1 task-1] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: pastry-upload instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-06-08 11:18:12.470 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-06-08 11:18:12.579 [XNIO-1 task-1] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 11:18:12.586 [XNIO-1 task-1] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client pastry-upload initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=pastry-upload,current list of Servers=[192.168.43.215:2862],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.43.215:2862;	Zone:UNKNOWN;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:com.alibaba.cloud.nacos.ribbon.NacosServerList@3bb14af3
2021-06-08 11:18:13.481 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: pastry-upload.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-06-08 11:43:05.514 [Thread-14] INFO  com.netflix.loadbalancer.PollingServerListUpdater - Shutting down the Executor Pool for PollingServerListUpdater
2021-06-08 11:43:05.594 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 11:43:06.108 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 11:43:06.115 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 11:43:06.138 [SpringContextShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-06-08 11:43:06.141 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 11:44:06.199 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2021-06-08 11:44:06.205 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2021-06-08 11:44:06.210 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 20:44:01.082 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 20:44:07.582 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 20:44:07.591 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-06-08 20:44:07.761 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 101ms. Found 0 Redis repository interfaces.
2021-06-08 20:44:09.279 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=66c35b36-31d0-3f12-ba4a-ed6888bd56fd
2021-06-08 20:44:09.440 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.portal.feign.FeignUploadService' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 20:44:09.491 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncTaskConfiguration' of type [com.mrl.pastry.portal.config.AsyncTaskConfiguration$$EnhancerBySpringCGLIB$$2cfbc050] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 20:44:11.756 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.common.config.RedisConfiguration' of type [com.mrl.pastry.common.config.RedisConfiguration$$EnhancerBySpringCGLIB$$898ad15] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 20:44:12.136 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@65ef9a0a' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 20:44:12.168 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 20:44:14.341 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2021-06-08 20:44:14.343 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 13187 ms
2021-06-08 20:44:18.156 [main] INFO  org.redisson.Version - Redisson 3.13.6
2021-06-08 20:44:21.093 [redisson-netty-2-20] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for redis/127.0.0.1:6379
2021-06-08 20:44:21.186 [redisson-netty-2-18] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for redis/127.0.0.1:6379
2021-06-08 20:44:27.958 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 20:44:28.489 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 20:44:31.367 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 20:44:31.370 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 20:44:35.428 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 20:44:35.728 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 20:44:35.822 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 20:44:35.846 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 20:44:39.341 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 20:44:39.342 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 20:44:39.342 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 20:44:39.342 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 20:44:39.343 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 20:44:39.343 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 20:44:39.343 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 20:44:39.343 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 20:44:39.344 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 20:44:39.344 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 20:44:39.344 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 20:44:39.448 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@37c1e2a4, org.springframework.security.web.context.SecurityContextPersistenceFilter@68c06a2, org.springframework.security.web.header.HeaderWriterFilter@6af447b6, org.springframework.security.web.authentication.logout.LogoutFilter@4afdcdf6, com.mrl.pastry.common.filter.JwtAuthFilter@48f95f96, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@10374cae, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@641bd93e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@14fed48e, org.springframework.security.web.session.SessionManagementFilter@575a6540, org.springframework.security.web.access.ExceptionTranslationFilter@5c902a83, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7e7d6175]
2021-06-08 20:44:43.008 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 20:44:43.040 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 20:44:43.085 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 20:44:43.584 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2021-06-08 20:44:44.049 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 20:44:44.722 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 20:44:48.021 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 20:44:48.482 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#dd26290:0/SimpleConnection@7cb7ca06 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 50366]
2021-06-08 20:44:49.086 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 55.398 seconds (JVM running for 58.064)
2021-06-08 20:56:10.224 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 20:56:10.493 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 20:56:10.502 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 20:56:10.528 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 20:57:10.582 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2021-06-08 20:57:10.590 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2021-06-08 20:57:10.594 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
